# Gene Family	DM001.concat_Abundance-RPKs	DM002.concat_Abundance-RPKs	DM004.concat_Abundance-RPKs	DM007.concat_Abundance-RPKs	DM008.concat_Abundance-RPKs	DM019.concat_Abundance-RPKs	DM025.concat_Abundance-RPKs	DM046.concat_Abundance-RPKs	DM051.concat_Abundance-RPKs	DM055.concat_Abundance-RPKs	DM057.concat_Abundance-RPKs	DM063.concat_Abundance-RPKs	DM065.concat_Abundance-RPKs	DM074.concat_Abundance-RPKs	DM087.concat_Abundance-RPKs	DM093.concat_Abundance-RPKs	LG001.concat_Abundance-RPKs	LG006.concat_Abundance-RPKs	LG023.concat_Abundance-RPKs	LG025.concat_Abundance-RPKs	LG026.concat_Abundance-RPKs	LG030.concat_Abundance-RPKs	LG034.concat_Abundance-RPKs	LG038.concat_Abundance-RPKs	LG043.concat_Abundance-RPKs	LG045.concat_Abundance-RPKs	LG046.concat_Abundance-RPKs	LG049.concat_Abundance-RPKs	LG050.concat_Abundance-RPKs	LG052.concat_Abundance-RPKs
THREONINE--TRNA-LIGASE-RXN: (expasy) Threonine--tRNA ligase [6.1.1.3]|g__Bacteroides.s__Bacteroides_vulgatus	106.8907271577	116.1935950752	98.23652659940001	22.615615209799998	565.5507112437	80.98128389850001	21.182358071000003	5.5244093857	426.0963876643	69.32329201	0.0	52.104634779099996	101.4975192249	170.7084147702	273.6963852151	154.4808741072	283.3543566815	0.0	27.250238502500004	0.0	1137.2352098937	245.5297708891	524.0382212871	291.09796764839996	4978.821257534	241.3018997945	2520.1507673349	0.0	658.7968873571999	49.669190863500006
THRESYN-RXN: (expasy) Threonine synthase [4.2.3.1]	178.2112521378	54.188000868	122.4470463192	8.4428167967	573.2471171162	102.9352581847	15.8487309253	14.6231038648	321.7354605154	62.4532631019	0.0	67.1026274287	107.0287274619	136.7448305275	338.0700454248	638.4130306315	290.9362137008	0.0	16.7182527598	0.0	1246.2893301567	239.0070243705	373.1671358976	934.4970136952	4370.1364443684	216.1047154929	2304.5568163045	0.0	594.3756390321	49.7352905777
THRESYN-RXN: (expasy) Threonine synthase [4.2.3.1]|g__Bacteroides.s__Bacteroides_dorei	100.2347208631	15.5528077151	30.1689726508	1.691100823	121.3029314774	21.4844720702	12.0355922442	5.0823317573	80.8156183258	14.6370683758	0.0	21.6633985015	20.6076740511	27.5519465389	156.4768657347	555.2023334357	73.6387035604	0.0	5.1986468765	0.0	692.2266720558	101.1923564646	102.5529660718	786.5971222375	1236.9795255168	81.5540178177	606.6015909482	0.0	148.6900309744	16.3018974379
THRESYN-RXN: (expasy) Threonine synthase [4.2.3.1]|g__Bacteroides.s__Bacteroides_vulgatus	77.9765312746	38.6351931529	92.2780736684	6.7517159737	451.9441856388	81.4507861145	3.813138681	9.5407721075	240.9198421896	47.8161947261	0.0	45.4392289272	86.4210534108	109.1928839886	181.5931796901	83.2106971958	217.2975101404	0.0	11.5196058834	0.0	554.0626581009	137.8146679059	270.6141698258	147.8998914576	3133.1569188516	134.5506976752	1697.9552253564	0.0	445.6856080577	33.4333931397
THYKI-RXN: (expasy) AMBIGUOUS [2.7.1.145; 2.7.1.21]	221.7690936019	68.2243435194	128.587281031	0.0	555.7496307829	153.6549480558	17.3047945812	0.0	295.6569471581	76.1913174874	6.6666666667	76.1723419679	149.0586786739	132.5561175744	340.30958535340005	693.7744640828	352.2762930063	0.0	13.2570338579	0.0	1429.2340024472	339.4689030865	429.9952076688	1069.6562804624	4913.2962410644	215.5939791724	2331.3357852223	0.0	583.4489487085	54.1329929707
THYKI-RXN: (expasy) AMBIGUOUS [2.7.1.145; 2.7.1.21]|g__Bacteroides.s__Bacteroides_dorei	108.3580120375	0.0	0.0	0.0	0.0	0.0	2.2271714922	0.0	0.0	0.0	0.0	2.2222222222	2.2222222222	0.0	115.8114643057	650.0461690605	0.0	0.0	0.0	0.0	624.7017288897999	74.0196132855	0.0	1009.2933505332	7.8719336365	8.6507936508	8.8079942898	0.0	0.0	0.0
THYKI-RXN: (expasy) AMBIGUOUS [2.7.1.145; 2.7.1.21]|g__Bacteroides.s__Bacteroides_vulgatus	113.4110815644	68.2243435194	128.587281031	0.0	555.7496307829	153.6549480558	15.077623089	0.0	295.6569471581	76.1913174874	6.6666666667	73.9501197457	146.8364564517	132.5561175744	224.4981210477	43.7282950223	352.2762930063	0.0	13.2570338579	0.0	804.5322735574	265.4492898011	429.9952076688	60.3629299292	4905.4243074279	206.9431855216	2322.5277909325	0.0	583.4489487085	54.1329929707
THYMIDYLATESYN-RXN: (expasy) Thymidylate synthase [2.1.1.45]	156.79623318720002	55.3416531343	113.352748256	9.1427585686	859.6557947449	99.4134371977	25.2375187164	27.8137019902	305.2057469266	68.8155024072	10.7411423408	90.1492837424	86.7359774696	124.8714717548	1341.48377467	600.1132315033	278.2044854616	0.0	10.5991607929	0.0	2497.2198646966	237.5268159369	468.23083832199995	906.5229359605	3995.5495234811	256.6057229993	1783.2537041107	0.0	841.2839164809	61.451658689199995
THYMIDYLATESYN-RXN: (expasy) Thymidylate synthase [2.1.1.45]|g__Bacteroides.s__Bacteroides_dorei	88.996760384	0.0	0.0	0.0	1.5503875969	0.0	6.1260890444	0.0	2.7510316369	1.5503875969	0.0	7.6743044377	0.0	0.0	82.9625132696	536.340335512	2.7501878131	0.0	0.0	0.0	529.9334750188	44.1949896991	9.1427585686	801.9955086558	208.8197945132	30.2235774353	17.2901049936	0.0	0.0	0.0
THYMIDYLATESYN-RXN: (expasy) Thymidylate synthase [2.1.1.45]|g__Bacteroides.s__Bacteroides_vulgatus	67.7994728031	55.3416531343	113.352748256	9.1427585686	858.105407148	99.4134371977	19.111429672	27.8137019902	302.4547152897	67.2651148103	10.7411423408	82.4749793047	86.7359774696	124.8714717548	1258.5212614004	63.7728959913	275.4542976484	0.0	10.5991607929	0.0	1967.2863896779	193.3318262377	459.0880797533	104.52742730470001	3786.7297289679	226.382145564	1765.9635991171	0.0	841.2839164809	61.451658689199995
TRANS-RXN-165: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]	176.7124712312	42.4794892738	104.0172433442	16.8364821759	466.9926804732	101.4316493312	16.7439773953	0.0	254.0909596179	56.6350985438	0.0	57.6930487953	93.1672322062	93.733784119	320.1868144513	587.7211563071	260.3660740236	0.0	0.0	0.0	1148.6198146405	250.8566731081	288.6408158201	855.7007393877	3813.8450808211	226.9757518325	1879.5125821858	0.0	483.205284507	45.4033473265
TRANS-RXN-165: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]|g__Bacteroides.s__Bacteroides_dorei	95.1731667596	2.352970048	1.5755690037	2.4071187071	6.3843217896	1.6103059581	7.9576081136	0.0	4.6357813059	0.0	0.0	7.2134246047	4.6156621778	3.2003882936	101.3400650938	547.956513963	3.1087236943	0.0	0.0	0.0	520.552753452	68.0413860808	15.0721503721	810.5104714972	77.8721228547	30.4021507108	29.9562269718	0.0	6.9948130726	0.7824726135
TRANS-RXN-165: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]|g__Bacteroides.s__Bacteroides_vulgatus	81.5393044717	40.1265192257	102.4416743405	14.4293634687	460.6083586836	99.821343373	8.7863692817	0.0	249.455178312	56.6350985438	0.0	50.4796241906	88.5515700284	90.5333958255	218.8467493575	39.764642344	257.2573503293	0.0	0.0	0.0	628.0670611886	182.8152870272	273.5686654479	45.1902678905	3735.9729579664	196.5736011217	1849.556355214	0.0	476.2104714344	44.620874713
TRANS-RXN-167A: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]	176.7124712312	42.4794892738	104.0172433442	16.8364821759	466.9926804732	101.4316493312	16.7439773953	0.0	254.0909596179	56.6350985438	0.0	57.6930487953	93.1672322062	93.733784119	320.1868144513	587.7211563071	260.3660740236	0.0	0.0	0.0	1148.6198146405	250.8566731081	288.6408158201	855.7007393877	3813.8450808211	226.9757518325	1879.5125821858	0.0	483.205284507	45.4033473265
TRANS-RXN-167A: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]|g__Bacteroides.s__Bacteroides_dorei	95.1731667596	2.352970048	1.5755690037	2.4071187071	6.3843217896	1.6103059581	7.9576081136	0.0	4.6357813059	0.0	0.0	7.2134246047	4.6156621778	3.2003882936	101.3400650938	547.956513963	3.1087236943	0.0	0.0	0.0	520.552753452	68.0413860808	15.0721503721	810.5104714972	77.8721228547	30.4021507108	29.9562269718	0.0	6.9948130726	0.7824726135
TRANS-RXN-167A: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]|g__Bacteroides.s__Bacteroides_vulgatus	81.5393044717	40.1265192257	102.4416743405	14.4293634687	460.6083586836	99.821343373	8.7863692817	0.0	249.455178312	56.6350985438	0.0	50.4796241906	88.5515700284	90.5333958255	218.8467493575	39.764642344	257.2573503293	0.0	0.0	0.0	628.0670611886	182.8152870272	273.5686654479	45.1902678905	3735.9729579664	196.5736011217	1849.556355214	0.0	476.2104714344	44.620874713
TRANS-RXN-214: (expasy) NADH:ubiquinone reductase (Na(+)-transporting) [7.2.1.1]	893.8812973880999	298.9993368255	565.5689178695	103.1148833748	2679.7924446663	493.8825616012999	111.5400330472	163.2327104697	2379.3114888622	398.8632490498	24.0563789544	229.4696410967	559.9206657289001	530.3785977869001	1833.6002386482	4095.8185572335005	1535.9760504638	0.0	110.44722155449999	0.0	6517.8345136014	1415.9047053526	1839.6033501358	6397.387240382899	25644.9039748005	1196.2591637535002	13684.8840974837	25.738370647	3937.8210490108	260.69876214500005
TRANS-RXN-214: (expasy) NADH:ubiquinone reductase (Na(+)-transporting) [7.2.1.1]|g__Bacteroides.s__Bacteroides_dorei	457.57631564990004	12.7397281081	52.8740825643	33.8552494089	134.1214787683	79.4738471425	68.1805110853	132.8164536408	177.5167792201	64.714092924	9.4569084896	15.910685548500002	84.3097958156	38.3016924838	596.1031430478	2778.2555361781997	163.4998567837	0.0	33.4192861024	0.0	2918.8573482589	463.7490255959	326.4981980469	3953.6099638381997	1735.3137734606	157.3029286077	817.3958799682	18.071913734600002	313.0167194147	50.631367256199994
TRANS-RXN-214: (expasy) NADH:ubiquinone reductase (Na(+)-transporting) [7.2.1.1]|g__Bacteroides.s__Bacteroides_vulgatus	436.30498173790005	286.2596087173	512.6948353052001	69.2596339658	2545.670965898	414.4087144588	43.3595219619	30.416256828899996	2201.7947096422	334.1491561258	14.599470464700001	213.5589555482	475.6108699134	492.076905303	1237.4970956005	1317.5630210555	1372.4761936800003	0.0	77.0279354521	0.0	3598.9771653425005	952.1556797566999	1513.105152089	2443.7772765448	23909.5902013401	1038.9562351458	12867.488217515602	7.6664569124	3624.8043295960997	210.0673948887
TRANS-RXN0-623: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]	330.2926010531	127.6275302208	193.20212022630002	15.1518804091	999.8357706945001	174.22932074080003	30.421396115100002	16.986958541299998	525.8924741037	130.9928054125	0.0	91.1540199704	196.522832854	241.45897230350002	579.983547048	1046.8553056565	527.841622449	0.0	15.7800706931	0.0	2457.0852700911	556.2774760331	656.9713146684	1471.1715207774998	7506.3201159638	452.3303827441	3624.9975068434997	0.0	1022.8719630634	78.8508034132
TRANS-RXN0-623: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|g__Bacteroides.s__Bacteroides_dorei	170.39371234380002	13.081685671999999	17.0214660462	1.3253810471	91.7783135631	14.5047700665	13.2103517546	3.2667718632	58.2927659086	11.1687185167	0.0	12.5437365405	19.6224385439	21.1432714506	216.153869761	890.325236829	73.40085595740001	0.0	3.2255484109	0.0	1044.8325351224998	144.50930737520002	75.24015084070001	1234.207395586	939.8044853682	78.9531211333	434.7235644743	0.0	110.24138980789999	7.8876901652
TRANS-RXN0-623: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|g__Bacteroides.s__Bacteroides_vulgatus	159.89888870930002	114.54584454869999	176.1806541801	13.826499362	908.0574571314	159.72455067450002	17.211044360400003	13.7201866781	467.5997081951	119.82408689580001	0.0	78.6102834299	176.90039431000002	220.3157008528	363.82967728700004	156.5300688274	454.44076649170006	0.0	12.554522282299999	0.0	1412.2527349685001	411.7681686578	581.7311638277	236.96412519159998	6566.515630595601	373.3772616109	3190.2739423692	0.0	912.6305732556	70.9631132482
TRANSALDOL-RXN: (expasy) Transaldolase [2.2.1.2]	108.8199704746	52.4959453505	85.5850793587	0.0	434.1999775591	79.2687096267	15.4362232511	11.2803950023	240.4082255756	50.8980151558	0.0	43.0975791914	80.7040847129	82.1695250287	238.6518220612	460.1242567884	196.9921380134	0.0	0.0	0.0	990.386317366	148.508114464	273.5341194621	724.845647296	3235.9245886516	193.8464233717	1492.7501348949	0.0	351.6390975897	19.1930004612
TRANSALDOL-RXN: (expasy) Transaldolase [2.2.1.2]|g__Bacteroides.s__Bacteroides_dorei	64.7837724591	9.8619329389	5.9171597633	0.0	27.2102243728	5.9171597633	3.9447731755	1.9723865878	50.0545356563	5.9171597633	0.0	3.9447731755	0.0	5.813932054	114.4766706856	411.7294895799	22.6438678556	0.0	0.0	0.0	504.993585093	55.8636807246	38.6982453722	653.011976429	627.9876323799	38.7532470805	263.6070565247	0.0	87.5802539638	3.6817882972
TRANSALDOL-RXN: (expasy) Transaldolase [2.2.1.2]|g__Bacteroides.s__Bacteroides_vulgatus	44.0361980155	42.6340124117	79.6679195953	0.0	406.9897531863	73.3515498634	11.4914500755	9.3080084145	190.3536899193	44.9808553924	0.0	39.1528060158	80.7040847129	76.3555929746	124.1751513756	48.3947672085	174.3482701577	0.0	0.0	0.0	485.3927322729	92.6444337394	234.83587409	71.833670867	2607.9369562718	155.0931762912	1229.1430783702	0.0	264.0588436259	15.5112121641
TREHALA-RXN: (expasy) Alpha,alpha-trehalase [3.2.1.28]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.8205128205	41.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	12.1951219512	62.7286331892	0.0	0.0	0.0	0.0	0.0	0.0	88.9463671692	425.207633737	0.0	0.0	0.0	54.6536796537	0.0
TREHALA-RXN: (expasy) Alpha,alpha-trehalase [3.2.1.28]|g__Bacteroides.s__Bacteroides_vulgatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.8205128205	41.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	12.1951219512	62.7286331892	0.0	0.0	0.0	0.0	0.0	0.0	88.9463671692	425.207633737	0.0	0.0	0.0	54.6536796537	0.0
TRIOSEPISOMERIZATION-RXN: (expasy) Triose-phosphate isomerase [5.3.1.1]	168.3236445357	61.9341719319	109.7641045526	12.8024694573	472.8233124912	87.7780206634	14.4299132213	18.6431872235	460.8820315828	50.0669355583	0.0	52.2141416825	96.5106072449	98.3844502419	463.0228805855	830.2060506337	286.3285161848	0.0	13.201320132	0.0	1486.9102372964	347.3952233392	436.4505471095	1402.5491788567	5873.356960576	235.244514225	3157.7761555106	0.0	784.268984888	37.3504399224
TRIOSEPISOMERIZATION-RXN: (expasy) Triose-phosphate isomerase [5.3.1.1]|g__Bacteroides.s__Bacteroides_dorei	78.6758035693	0.0	9.5122866011	1.6501650165	9.5750151154	1.6501650165	6.3186791372	4.526154402	156.7926777766	3.2151102434	0.0	6.4060991252	4.6330949165	1.6501650165	159.4652548734	705.6890647066	17.0148051094	0.0	0.0	0.0	705.4731780842	91.0696737852	78.1545995939	1198.5721252474	1272.9169636427	35.3279539235	627.8326664323	0.0	221.7412961399	4.7475080359
TRIOSEPISOMERIZATION-RXN: (expasy) Triose-phosphate isomerase [5.3.1.1]|g__Bacteroides.s__Bacteroides_vulgatus	89.6478409664	61.9341719319	100.2518179515	11.1523044408	463.2482973757	86.1278556469	8.1112340841	14.1170328215	304.0893538061	46.8518253149	0.0	45.8080425573	91.8775123284	96.7342852254	303.5576257122	124.5169859271	269.3137110754	0.0	13.201320132	0.0	781.4370592123	256.325549554	358.2959475156	203.9770536093	4600.4399969334	199.9165603016	2529.9434890783	0.0	562.527688748	32.6029318865
TRNA-CYTIDYLYLTRANSFERASE-RXN: (expasy) CCA tRNA nucleotidyltransferase [2.7.7.72]	205.2000377548	52.4122034499	114.53565757519999	0.0	628.1724777564	120.00347604500001	12.4801351907	5.0378787879	306.60829417829996	71.56788747159999	0.0	66.1471799889	139.2040093371	137.8001113108	414.3501929135	609.4295348098999	364.0610972217	0.0	12.5295841212	0.0	1395.182707679	314.0878712535	472.7160425384	906.9678219291001	5127.146413717601	263.2710660147	2596.8022250593003	0.0	646.0700759863	74.8913581502
TRNA-CYTIDYLYLTRANSFERASE-RXN: (expasy) CCA tRNA nucleotidyltransferase [2.7.7.72]|g__Bacteroides.s__Bacteroides_dorei	107.1262798412	13.8760188015	13.9930250543	0.0	51.9352736769	3.6397764831	8.0708678159	0.0	52.8596454883	1.4781966001	0.0	2.1900516559	25.5360407926	14.5794623085	134.8339650708	551.2020120322	7.8712284416	0.0	2.9563932003	0.0	595.5749100968	64.4513229714	16.0139235276	850.2086572624	71.6836070676	26.5048473914	268.9145371064	0.0	87.0790948025	2.1607904568
TRNA-CYTIDYLYLTRANSFERASE-RXN: (expasy) CCA tRNA nucleotidyltransferase [2.7.7.72]|g__Bacteroides.s__Bacteroides_vulgatus	98.07375791359999	38.536184648399995	100.542632521	0.0	576.2372040795	116.3636995619	4.4092673747	5.0378787879	253.7486486899	70.0896908715	0.0	63.957128333	113.66796854450001	123.22064900219999	279.5162278427	58.2275227777	356.1898687801	0.0	9.5731909209	0.0	799.6077975823	249.6365482821	456.70211901080006	56.7591646667	5055.462806650001	236.7662186233	2327.8876879529	0.0	558.9909811839	72.73056769339999
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN: (expasy) tRNA (guanine(46)-N(7))-methyltransferase [2.1.1.33]	160.0733177899	47.4582497173	85.0828067392	13.032714412	468.3803329884	107.9590778849	26.9859285521	0.0	257.2273033887	77.3310887725	8.1655885886	50.3693797141	87.0812755198	99.1988793115	283.2133128453	571.11689494	261.5296871615	0.0	9.8522167488	0.0	1141.9114319762	248.7282633938	391.7230774923	816.8290933102	3912.7420937699	211.5805873161	1793.2880756768	0.0	505.6080360329	21.2701474203
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN: (expasy) tRNA (guanine(46)-N(7))-methyltransferase [2.1.1.33]|g__Bacteroides.s__Bacteroides_dorei	88.201166937	0.0	1.6420361248	3.2840722496	33.762616019	8.034420159	19.1692713281	0.0	25.0865832108	4.7817535502	3.2840722496	3.2840722496	1.6420361248	6.5390116002	265.8506658988	502.124337834	26.8880025531	0.0	0.0	0.0	554.2519596661	141.8535058498	42.1152625778	705.5344245645	312.8894779487	32.2002609009	122.2228248412	0.0	30.1850619256	0.0
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN: (expasy) tRNA (guanine(46)-N(7))-methyltransferase [2.1.1.33]|g__Bacteroides.s__Bacteroides_vulgatus	71.8721508529	47.4582497173	83.4407706145	9.7486421624	434.6177169693	99.9246577259	7.816657224	0.0	232.1407201779	72.5493352223	4.881516339	47.0853074646	85.439239395	92.6598677113	17.3626469465	68.9925571059	234.6416846083	0.0	9.8522167488	0.0	587.6594723101	106.874757544	349.6078149144	111.2946687457	3599.8526158212	179.3803264152	1671.0652508355	0.0	475.4229741073	21.2701474203
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN: (expasy) tRNA pseudouridine(38-40) synthase [5.4.99.12]	130.7507640466	58.9195214878	87.9324229286	14.1227281041	523.7844198704	97.658046307	10.9595289768	9.2808550145	321.3531935273	56.7480955657	0.0	52.6072379073	99.655570458	142.845929228	299.5512667772	560.8627940252	279.1844766832	0.0	9.371066765	0.0	1066.9661858184	265.4820937951	296.7072625695	743.1773670512	3750.2877346768	238.0276498016	1785.5083580713	0.0	494.5745021746	34.8047355812
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN: (expasy) tRNA pseudouridine(38-40) synthase [5.4.99.12]|g__Bacteroides.s__Bacteroides_dorei	77.811573906	0.0	1.4749262537	2.9806259314	0.0	0.0	7.9776545294	0.0	5.9012217865	1.4598540146	0.0	0.0	2.982772378	1.5197568389	100.1197093606	524.1944325492	4.4036373601	0.0	0.0	0.0	457.7718148233	63.3229955762	6.1179468758	697.0389124174	50.6253436925	30.1178455158	18.1814161023	0.0	7.2728885338	0.0
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN: (expasy) tRNA pseudouridine(38-40) synthase [5.4.99.12]|g__Bacteroides.s__Bacteroides_vulgatus	52.9391901406	58.9195214878	86.4574966749	11.1421021726	523.7844198704	97.658046307	2.9818744474	9.2808550145	315.4519717407	55.2882415511	0.0	52.6072379073	96.67279808	141.3261723891	199.4315574166	36.668361476	274.7808393231	0.0	9.371066765	0.0	609.1943709951	202.1590982189	290.5893156937	46.1384546337	3699.6623909843	207.9098042857	1767.326941969	0.0	487.3016136408	34.8047355812
TRYPSYN-RXN: (expasy) Tryptophan synthase [4.2.1.20]	471.74233560949995	168.5390772812	275.14095516030005	50.8870771215	1481.8768625059	272.92674743559996	46.599900117900006	21.5604084574	753.6740009844	197.2097933179	0.0	152.0080810547	269.9837205755	337.1781750926	843.8140148919999	1639.6726715516	779.5972355484	0.0	25.8831027336	0.0	3381.9703515006	732.5887348182	942.2670838613	2437.7586032213	11050.439643136899	626.0138816067001	5323.9956506612	0.0	1445.9754846489	104.4884217909
TRYPSYN-RXN: (expasy) Tryptophan synthase [4.2.1.20]|g__Bacteroides.s__Bacteroides_dorei	216.7596203631	5.8157218506	10.0875901801	0.0	130.0868971409	9.0215276941	24.0303296967	1.815193722	60.6596179846	5.9767592260999995	0.0	11.9682081587	21.5128414252	10.685501965	272.88873691099997	1395.8171398896	63.2927313871	0.0	0.0	0.0	1493.7057156723	191.28233684100002	111.94219923949998	2056.4738308787	679.0861871223	164.9450162126	600.8859266352999	0.0	270.2802868429	5.0636780812
TRYPSYN-RXN: (expasy) Tryptophan synthase [4.2.1.20]|g__Bacteroides.s__Bacteroides_vulgatus	254.9827152464	162.7233554305	265.0533649802	50.8870771215	1351.7899653651	263.9052197415	22.5695704212	19.7452147353	693.0143829998	191.2330340919	0.0	140.0398728959	248.4708791503	326.4926731276	570.9252779809001	243.85553166189996	716.3045041613	0.0	25.8831027336	0.0	1888.2646358285	541.3063979771999	830.3248846220001	381.2847723426	10371.3534560146	461.06886539400006	4723.109724026101	0.0	1175.6951978061002	99.4247437097
TYROSINE--TRNA-LIGASE-RXN: (expasy) Tyrosine--tRNA ligase [6.1.1.1]	193.8589778619	60.0400326961	97.9240662056	12.1919089083	622.0412970992	125.8273398082	11.3271880783	10.228381023	421.129485588	68.0213858648	0.0	55.753329701300004	116.7459254705	113.3211394126	396.14211760579997	790.9666984626001	385.970051534	0.0	12.1908064687	0.0	1361.9296253819	295.5766973355	392.93575143149997	1294.0095316262	5821.305049611599	260.0039551888	3038.5724850484003	0.0	798.7121244008001	44.3883361877
TYROSINE--TRNA-LIGASE-RXN: (expasy) Tyrosine--tRNA ligase [6.1.1.1]|g__Bacteroides.s__Bacteroides_dorei	110.4664877637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.355563689	0.0	0.0	6.9702581594	0.0	0.0	142.4879188789	659.034284454	0.0	0.0	0.0	0.0	614.5833179693	67.2107972491	31.2303087319	1018.6357026178	372.5335838952	30.2404744407	253.8896054981	0.0	75.0959251758	0.0
TYROSINE--TRNA-LIGASE-RXN: (expasy) Tyrosine--tRNA ligase [6.1.1.1]|g__Bacteroides.s__Bacteroides_vulgatus	83.3924900982	60.0400326961	97.9240662056	12.1919089083	622.0412970992	125.8273398082	11.3271880783	10.228381023	363.773921899	68.0213858648	0.0	48.7830715419	116.7459254705	113.3211394126	253.6541987269	131.9324140086	385.970051534	0.0	12.1908064687	0.0	747.3463074126	228.3659000864	361.7054426996	275.3738290084	5448.7714657164	229.7634807481	2784.6828795503	0.0	723.6161992250001	44.3883361877
UDP-NACMUR-ALA-LIG-RXN: (expasy) UDP-N-acetylmuramate--L-alanine ligase [6.3.2.8]	162.7505235203	67.3066728599	106.8376940523	8.9182450729	541.3017162173	108.2852769799	12.0521074082	0.0	274.3222178101	74.3991581572	0.0	47.8010037905	106.5348603073	128.940928086	318.1563483585	658.7398241026	304.44502134	0.0	12.909236367	0.0	1211.87121358	240.3716221443	342.1652483218	876.310605435	4172.2073371834	237.8610789563	2003.0366566134	0.0	486.9899673798	54.9806142658
UDP-NACMUR-ALA-LIG-RXN: (expasy) UDP-N-acetylmuramate--L-alanine ligase [6.3.2.8]|g__Bacteroides.s__Bacteroides_dorei	93.9719841595	3.2095137689	4.003399373	0.0	25.0650946071	3.2599837001	5.5878094926	0.0	14.3497295379	4.0227075842	0.0	5.5568220414	5.5286635287	6.4385201533	140.6998933571	579.0767575468	29.1619472267	0.0	2.4230132616	0.0	564.3898564825	63.628056395	21.7110543993	788.593383639	262.5219306294	38.7796159778	122.0014156894	0.0	25.6649165006	2.4449877751
UDP-NACMUR-ALA-LIG-RXN: (expasy) UDP-N-acetylmuramate--L-alanine ligase [6.3.2.8]|g__Bacteroides.s__Bacteroides_vulgatus	68.7785393608	64.097159091	102.8342946793	8.9182450729	516.2366216102	105.0252932798	6.4642979157	0.0	259.9724882722	70.376450573	0.0	42.2441817491	101.0061967786	122.5024079328	177.4564550014	79.6630665559	275.2830741134	0.0	10.4862231054	0.0	647.4813570975	176.7435657493	320.4541939225	87.717221796	3909.685406554	199.0814629786	1881.035240924	0.0	461.3250508791	52.5356264907
UDP-NACMURALA-GLU-LIG-RXN: (expasy) UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase [6.3.2.9]	167.5456292014	53.659258953	95.5647548502	8.3834544485	518.0372929029	86.4584502045	20.0018526549	11.5096550717	277.4178144939	52.6580438499	6.7201811259	47.7559655505	115.1048174066	116.6835298998	368.9778546959	649.2900697643	293.8167817005	0.0	9.1339752626	0.0	1252.8240590754	271.0461578878	382.3206524445	966.7817345428	4309.7451674758	232.3462669333	2127.8393911946	0.0	542.7798792338	49.2368477103
UDP-NACMURALA-GLU-LIG-RXN: (expasy) UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase [6.3.2.9]|g__Bacteroides.s__Bacteroides_dorei	81.2166878424	0.8090614887	3.3755274262	0.0	4.9254917113	0.8438818565	7.5230914678	0.0	4.144183982	1.5847860539	0.8438818565	4.946619335	3.2442868009	1.6800022579	125.9650551771	619.2324910368	2.3772770837	0.0	0.0	0.0	546.7889472745	59.1690588575	17.4994651876	896.0166809552	99.4757031359	28.4581482205	55.717628609	0.0	10.7806780016	0.0
UDP-NACMURALA-GLU-LIG-RXN: (expasy) UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase [6.3.2.9]|g__Bacteroides.s__Bacteroides_vulgatus	86.328941359	52.8501974643	92.189227424	8.3834544485	513.1118011917	85.614568348	12.4787611871	11.5096550717	273.2736305119	51.073257796	5.8762992693	42.8093462155	111.8605306057	115.003527642	243.0127995189	30.0575787276	291.4395046168	0.0	9.1339752626	0.0	706.0351118009	211.8770990303	364.8211872569	70.7650535876	4210.2694643398	203.8881187127	2072.1217625856	0.0	531.9992012321	49.2368477103
